Code de la commune,Nom de la commune,Nature de la modification,date d'effet ,Code commune associée,Ancien code de la commune
74281,Thonon-les-Bains,Fusion (commune absorbante),01-01-1973,74166,
74281,Thonon-les-Bains,Fusion (commune absorbante),01-01-1974,74013,
74281,Thonon-les-Bains,Commune se séparant,01-01-1983,74013,
74281,Thonon-les-Bains,Commune se séparant,25-05-1995,74166,
76003,Ambourville,Fusion (commune absorbée),01-01-1975,76020,
76020,Anneville-Ambourville,Fusion (commune absorbante),01-01-1975,76003,
76025,Argueil-Fry,Fusion (commune absorbante),01-01-1975,76292,
76025,Argueil,Commune se séparant,01-01-1980,76292,
76061,Beaufresne,Fusion (commune absorbée),29-11-1970,76344,
76122,Callengeville,Fusion (commune absorbante),04-04-1973,76246,
76150,Butot-en-Caux,Fusion (commune absorbée),01-08-1974,76732,
76217,Dieppe,Fusion (commune absorbante),01-01-1980,76466,
76246,Essarts-Varimpré,Fusion (commune absorbée),04-04-1973,76122,
76292,Fry,Fusion (commune absorbée),01-01-1975,76025,
76292,Fry,Rétablissement,01-01-1980,76025,
76344,Haudricourt,Fusion (commune absorbante),29-11-1970,76061,
76351,Havre,Fusion (commune absorbante),04-04-1973,76539,
76355,Rocquefort-sur-Héricourt,Fusion (commune absorbante),10-04-1973,76531,
76355,Héricourt-en-Caux,Commune se séparant,29-10-1976,76531,
76386,Limpiville,Fusion (commune absorbée),20-03-1973,76755,
76386,Limpiville,Rétablissement,01-01-1979,76755,
76466,Neuville-lès-Dieppe,Fusion (commune absorbée),01-01-1980,76217,
76475,Franqueville-Saint-Pierre,Fusion (commune absorbante),31-10-1970,76633,
76531,Rocquefort,Fusion (commune absorbée),10-04-1973,76355,
76531,Rocquefort,Rétablissement,29-10-1976,76355,
76539,Rouelles,Fusion (commune absorbée),04-04-1973,76351,
76601,Saint-Lucien,Fusion (commune absorbée),01-06-1973,76676,
76633,Saint-Pierre-de-Franqueville,Fusion (commune absorbée),31-10-1970,76475,
76676,Sigy-en-Bray,Fusion (commune absorbante),01-06-1973,76601,
76680,Sorquainville,Fusion (commune absorbée),20-03-1973,76755,
76680,Sorquainville,Rétablissement,01-01-1979,76755,
76689,Thiétreville,Fusion (commune absorbée),20-03-1973,76755,
76689,Thiétreville,Rétablissement,01-01-1979,76755,
76732,Butot-Vénesville,Fusion (commune absorbante),01-08-1974,76150,
76755,Saint-Michel-en-Caux,Fusion (commune absorbante),20-03-1973,76386,
76755,Saint-Michel-en-Caux,Fusion (commune absorbante),20-03-1973,76680,
76755,Saint-Michel-en-Caux,Fusion (commune absorbante),20-03-1973,76689,
76755,Ypreville-Biville,Commune se séparant,01-01-1979,76386,
76755,Ypreville-Biville,Commune se séparant,01-01-1979,76680,
76755,Ypreville-Biville,Commune se séparant,01-01-1979,76689,
77010,Aubepierre-Ozouer-le-Repos,Fusion (commune absorbante),01-01-1973,77351,
77017,Bailly-Carrois,Fusion (commune absorbée),01-01-1973,77211,
77020,Bannost-Villegagnon,Fusion (commune absorbante),01-01-1973,77502,
77026,Beauchery-Saint-Martin,Fusion (commune absorbante),01-01-1973,77422,
77031,Bernay-Vilbert,Fusion (commune absorbante),14-02-1972,77499,
77064,Celle-sur-Seine,Fusion (commune absorbée),01-01-1972,77494,
77074,Chalautre-la-Reposte,Fusion (commune absorbée),23-01-1969,77223,
77092,Chapelle-sur-Crécy,Fusion (commune absorbée),01-10-1972,77142,
77093,Chapelle-Moutils,Fusion (commune absorbante),01-01-1973,77324,
77105,Chauconin,Fusion (commune absorbée),01-01-1972,77335,
77136,Courquetaine,Fusion (commune absorbée),01-01-1973,77352,
77136,Courquetaine,Rétablissement,01-01-1982,77352,
77142,Crécy-la-Chapelle,Fusion (commune absorbante),01-10-1972,77092,
77175,Évry-Grégy-sur-Yerre,Fusion (commune absorbante),01-01-1973,77213,
77189,Fontaine-sous-Montaiguillon,Fusion (commune absorbée),01-03-1973,77262,
77211,Grandpuits-Bailly-Carrois,Fusion (commune absorbante),01-01-1973,77017,
77213,Grégy-sur-Yerre,Fusion (commune absorbée),01-01-1973,77175,
77223,Gurcy-le-Châtel,Fusion (commune absorbante),23-01-1969,77074,
77261,Lorrez-le-Bocage-Préaux,Fusion (commune absorbante),01-01-1973,77375,
77262,Louan-Villegruis-Fontaine,Fusion (commune absorbante),01-03-1973,77189,
77262,Louan-Villegruis-Fontaine,Fusion (commune absorbante),01-03-1973,77503,
77264,Lumigny-Nesles-Ormeaux,Fusion (commune absorbante),01-01-1973,77334,
77264,Lumigny-Nesles-Ormeaux,Fusion (commune absorbante),01-01-1973,77346,
77324,Moutils,Fusion (commune absorbée),01-01-1973,77093,
77334,Nesles,Fusion (commune absorbée),01-01-1973,77264,
77335,Chauconin-Neufmontiers,Fusion (commune absorbante),01-01-1972,77105,
77346,Ormeaux,Fusion (commune absorbée),01-01-1973,77264,
77351,Ozouer-le-Repos,Fusion (commune absorbée),01-01-1973,77010,
77352,Ozouer-Courquetaine,Fusion (commune absorbante),01-01-1973,77136,
77352,Ozouer-le-Voulgis,Commune se séparant,01-01-1982,77136,
77375,Préaux,Fusion (commune absorbée),01-01-1973,77261,
77421,Saint-Mars-Vieux-Maisons,Fusion (commune absorbante),01-05-1974,77497,
77422,Saint-Martin-Chennetron,Fusion (commune absorbée),01-01-1973,77026,
77494,Vernou-la-Celle-sur-Seine,Fusion (commune absorbante),01-01-1972,77064,
77497,Vieux-Maisons,Fusion (commune absorbée),01-05-1974,77421,
77499,Vilbert,Fusion (commune absorbée),14-02-1972,77031,
77502,Villegagnon,Fusion (commune absorbée),01-01-1973,77020,
77503,Villegruis,Fusion (commune absorbée),01-03-1973,77262,
78143,Châteaufort,Changement de département,29-11-1969,,91143
78187,Craches,Fusion (commune absorbée),01-08-1972,78506,
78193,Dampierre-en-Yvelines,Fusion (commune absorbante),01-07-1974,78357,
78202,Drocourt,Fusion (commune absorbée),01-01-1973,78246,
78202,Drocourt,Rétablissement,01-01-1982,78246,
78246,Fontenay-Saint-Père,Fusion (commune absorbante),01-01-1973,78202,
78246,Fontenay-Saint-Père,Commune se séparant,01-01-1982,78202,
78357,Maincourt-sur-Yvette,Fusion (commune absorbée),01-07-1974,78193,
78506,Prunay-sous-Ablis,Fusion (commune absorbante),01-08-1972,78187,
78620,Toussus-le-Noble,Changement de département,29-11-1969,,91620
79005,Airvault,Fusion (commune absorbante),01-01-1973,79041,
79005,Airvault,Fusion (commune absorbante),01-01-1973,79047,
79005,Airvault,Fusion (commune absorbante),01-01-1973,79317,
79005,Airvault,Commune se séparant,01-01-1985,79047,
79013,Argenton-les-Vallées,Fusion (commune absorbante),01-09-2006,79037,
79013,Argenton-les-Vallées,Fusion (commune absorbante),01-09-2006,79305,
79014,Argenton-l'Église,Fusion (commune absorbante),01-01-1973,79026,
79016,Assais-les-Jumeaux,Fusion (commune absorbante),01-02-1973,79143,
79017,Aubiers,Fusion (commune absorbée),11-03-2001,79195,
79021,Availles-sur-Chizé,Fusion (commune absorbée),01-01-1973,79090,
79026,Bagneux,Fusion (commune absorbée),01-01-1973,79014,
79028,Beaulieu-sous-Bressuire,Fusion (commune absorbée),01-01-1973,79049,
79031,Beauvoir-sur-Niort,Fusion (commune absorbante),01-01-1973,79097,
79031,Beauvoir-sur-Niort,Fusion (commune absorbante),01-01-1973,79227,
79031,Beauvoir-sur-Niort,Fusion (commune absorbante),01-07-2009,79097,
79036,Bilazais,Fusion (commune absorbée),01-01-1973,79196,
79037,Boësse,Fusion (commune absorbée),01-09-2006,79013,
79038,Boismé,Fusion (commune absorbée),01-01-1973,79049,
79038,Boismé,Rétablissement,15-02-1983,79049,
79041,Borcq-sur-Airvault,Fusion (commune absorbée),01-01-1973,79005,
79047,Boussais,Fusion (commune absorbée),01-01-1973,79005,
79047,Boussais,Rétablissement,01-01-1985,79005,
79049,Bressuire,Fusion (commune absorbante),01-01-1973,79028,
79049,Bressuire,Fusion (commune absorbante),01-01-1973,79038,
79049,Bressuire,Fusion (commune absorbante),01-01-1973,79052,
79049,Bressuire,Fusion (commune absorbante),01-01-1973,79065,
79049,Bressuire,Fusion (commune absorbante),01-01-1973,79093,
79049,Bressuire,Fusion (commune absorbante),01-01-1973,79192,
79049,Bressuire,Fusion (commune absorbante),01-01-1973,79193,
79049,Bressuire,Fusion (commune absorbante),01-01-1973,79296,
79049,Bressuire,Fusion (commune absorbante),01-01-1973,79324,
79049,Bressuire,Commune se séparant,15-02-1983,79038,
79052,Breuil-Chaussée,Fusion (commune absorbée),01-01-1973,79049,
79054,Brie,Fusion (commune absorbée),01-01-1973,79196,
79054,Brie,Rétablissement,14-02-1983,79196,
79056,Brion-près-Thouet,Fusion (commune absorbée),01-01-1973,79277,
79056,Brion-près-Thouet,Rétablissement,15-02-1983,79277,
79061,Celles-sur-Belle,Fusion (commune absorbante),01-01-1973,79181,
79061,Celles-sur-Belle,Fusion (commune absorbante),01-01-1973,79344,
79063,Cersay,Fusion (commune absorbante),01-01-1973,79288,
79065,Chambroutet,Fusion (commune absorbée),01-01-1973,79049,
79066,Champdeniers-Saint-Denis,Fusion (commune absorbante),01-01-1973,79067,
79066,Champdeniers-Saint-Denis,Fusion (commune absorbante),01-01-1973,79245,
79067,Champeaux,Fusion (commune absorbée),01-01-1973,79066,
79073,Chapelle-Largeau,Fusion (commune absorbée),01-01-1973,79079,
79078,Prissé-la-Charrière,Fusion (commune absorbante),01-03-1972,79221,
79079,Mauléon,Fusion (commune absorbante),01-01-1973,79073,
79079,Mauléon,Fusion (commune absorbante),01-01-1973,79155,
79079,Mauléon,Fusion (commune absorbante),01-01-1973,79186,
79079,Mauléon,Fusion (commune absorbante),01-01-1973,79233,
79079,Mauléon,Fusion (commune absorbante),01-01-1973,79235,
79079,Mauléon,Fusion (commune absorbante),01-01-1973,79237,
79079,Mauléon,Fusion (commune absorbante),01-01-1973,79323,
79079,Mauléon,Commune se séparant,01-01-1992,79235,
79090,Chizé,Fusion (commune absorbante),01-01-1973,79021,
79093,Clazay,Fusion (commune absorbée),01-01-1973,79049,
79097,Cormenier,Fusion (commune absorbée),01-01-1973,79031,
79097,Cormenier,Fusion (commune absorbée),01-07-2009,79031,
79100,Coulon-Sansais,Fusion (commune absorbante),01-03-1973,79304,
79100,Coulon,Commune se séparant,01-01-1981,79304,
79110,Enclave-de-la-Martinière,Fusion (commune absorbée),01-01-1973,79264,
79122,Fontenille-Saint-Martin-d'Entraigues,Fusion (commune absorbante),01-01-1973,79275,
79123,Forêt-sur-Sèvre,Fusion (commune absorbante),01-01-1973,79182,
79123,Forêt-sur-Sèvre,Fusion (commune absorbante),01-01-1973,79232,
79123,Forêt-sur-Sèvre,Fusion (commune absorbante),01-01-1973,79272,
79133,Germond-Rouvre,Fusion (commune absorbante),01-01-1973,79234,
79136,Gournay-Loizé,Fusion (commune absorbante),01-01-1973,79151,
79137,Granzay-Gript,Fusion (commune absorbante),01-01-1973,79138,
79138,Gript,Fusion (commune absorbée),01-01-1973,79137,
79143,Jumeaux,Fusion (commune absorbée),01-02-1973,79016,
79146,Lamairé,Fusion (commune absorbée),01-01-1974,79268,
79151,Loizé,Fusion (commune absorbée),01-01-1973,79136,
79155,Loublande,Fusion (commune absorbée),01-01-1973,79079,
79169,Maulais,Fusion (commune absorbée),01-01-1973,79321,
79170,Mauzé-sur-le-Mignon,Fusion (commune absorbante),01-01-1971,79206,
79171,Mauzé-Thouarsais,Fusion (commune absorbante),01-01-1973,79228,
79181,Montigné,Fusion (commune absorbée),01-01-1973,79061,
79182,Montigny,Fusion (commune absorbée),01-01-1973,79123,
79186,Moulins,Fusion (commune absorbée),01-01-1973,79079,
79191,Niort,Fusion (commune absorbante),01-01-1969,79248,
79191,Niort,Fusion (commune absorbante),01-01-1972,79266,
79192,Noirlieu,Fusion (commune absorbée),01-01-1973,79049,
79193,Noirterre,Fusion (commune absorbée),01-01-1973,79049,
79194,Noizé,Fusion (commune absorbée),01-01-1973,79196,
79195,Nueil-les-Aubiers,Fusion (commune absorbante),11-03-2001,79017,
79196,Oiron,Fusion (commune absorbante),01-01-1973,79036,
79196,Oiron,Fusion (commune absorbante),01-01-1973,79054,
79196,Oiron,Fusion (commune absorbante),01-01-1973,79194,
79196,Oiron,Commune se séparant,14-02-1983,79054,
79206,Petit-Breuil-Deyrançon,Fusion (commune absorbée),01-01-1971,79170,
79221,Prissé,Fusion (commune absorbée),01-03-1972,79078,
79224,Puy-Saint-Bonnet,Fusion (commune absorbée),03-08-1973,49099,
79227,Revêtizon,Fusion (commune absorbée),01-01-1973,79031,
79228,Rigné,Fusion (commune absorbée),01-01-1973,79171,
79232,Ronde,Fusion (commune absorbée),01-01-1973,79123,
79233,Rorthais,Fusion (commune absorbée),01-01-1973,79079,
79234,Rouvre,Fusion (commune absorbée),01-01-1973,79133,
79235,Saint-Amand-sur-Sèvre,Fusion (commune absorbée),01-01-1973,79079,
79235,Saint-Amand-sur-Sèvre,Rétablissement,01-01-1992,79079,
79237,Saint-Aubin-de-Baubigné,Fusion (commune absorbée),01-01-1973,79079,
79245,Saint-Denis,Fusion (commune absorbée),01-01-1973,79066,
79248,Saint-Florent,Fusion (commune absorbée),01-01-1969,79191,
79264,Saint-Léger-de-la-Martinière,Fusion (commune absorbante),01-01-1973,79110,
79266,Saint-Liguaire,Fusion (commune absorbée),01-01-1972,79191,
79268,Saint-Loup-Lamairé,Fusion (commune absorbante),01-01-1974,79146,
79272,Saint-Marsault,Fusion (commune absorbée),01-01-1973,79123,
79275,Saint-Martin-d'Entraigues,Fusion (commune absorbée),01-01-1973,79122,
79277,Saint-Martin-de-Sanzay,Fusion (commune absorbante),01-01-1973,79056,
79277,Saint-Martin-de-Sanzay,Commune se séparant,15-02-1983,79056,
79288,Saint-Pierre-à-Champ,Fusion (commune absorbée),01-01-1973,79063,
79296,Saint-Sauveur,Fusion (commune absorbée),01-01-1973,79049,
79304,Sansais,Fusion (commune absorbée),01-03-1973,79100,
79304,Sansais,Rétablissement,01-01-1981,79100,
79305,Sanzay,Fusion (commune absorbée),01-09-2006,79013,
79317,Soulièvres,Fusion (commune absorbée),01-01-1973,79005,
79321,Taizé,Fusion (commune absorbante),01-01-1973,79169,
79323,Temple,Fusion (commune absorbée),01-01-1973,79079,
79324,Terves,Fusion (commune absorbée),01-01-1973,79049,
79344,Verrines-sous-Celles,Fusion (commune absorbée),01-01-1973,79061,
80007,Agnières,Fusion (commune absorbée),01-11-1972,80436,
80013,Airaines,Fusion (commune absorbante),01-10-1972,80255,
80072,Beauvoir-Rivière,Fusion (commune absorbée),01-01-1974,62881,
80084,Bermesnil,Fusion (commune absorbante),01-07-1972,80539,
80086,Bernaville,Fusion (commune absorbante),01-01-1985,80772,
80111,Boisrault,Fusion (commune absorbée),01-07-1972,80443,
80211,Conty,Fusion (commune absorbante),01-07-1973,80816,
80222,Crécy-en-Ponthieu,Fusion (commune absorbante),01-01-1973,80510,
80229,Crouy-Saint-Pierre,Fusion (commune absorbante),01-10-1972,80712,
80230,Curchy,Fusion (commune absorbante),01-01-1973,80506,
80233,Dancourt-Popincourt,Fusion (commune absorbante),01-03-1971,80636,
80245,Domléger-Longvillers,Fusion (commune absorbante),01-10-1972,80492,
80255,Dreuil-Hamel,Fusion (commune absorbée),01-10-1972,80013,
80257,Dreuil-lès-Molliens,Fusion (commune absorbée),01-08-1972,80554,
80276,Équennes-Éramecourt,Fusion (commune absorbante),01-01-1973,80277,
80277,Éramecourt,Fusion (commune absorbée),01-01-1973,80276,
80289,Estrées-en-Chaussée,Fusion (commune absorbée),01-01-1973,80557,
80309,Fieffes,Fusion (commune absorbée),01-01-1975,80566,
80363,Frettemolle,Fusion (commune absorbée),01-11-1972,80436,
80369,Frohen-sur-Authie,Fusion (commune absorbante),01-01-2007,80370,
80370,Frohen-le-Petit,Fusion (commune absorbée),01-01-2007,80369,
80382,Gouy-l'Hôpital,Fusion (commune absorbée),01-07-1972,80443,
80394,Guémicourt,Fusion (commune absorbée),01-01-1973,80703,
80398,Guibermesnil,Fusion (commune absorbée),01-07-1972,80456,
80406,Hallencourt,Fusion (commune absorbante),01-10-1972,80441,
80406,Hallencourt,Fusion (commune absorbante),01-10-1972,80817,
80436,Hescamps,Fusion (commune absorbante),01-11-1972,80007,
80436,Hescamps,Fusion (commune absorbante),01-11-1972,80363,
80436,Hescamps,Fusion (commune absorbante),01-11-1972,80739,
80441,Hocquincourt,Fusion (commune absorbée),01-10-1972,80406,
80443,Hornoy-le-Bourg,Fusion (commune absorbante),01-07-1972,80111,
80443,Hornoy-le-Bourg,Fusion (commune absorbante),01-07-1972,80382,
80443,Hornoy-le-Bourg,Fusion (commune absorbante),01-07-1972,80483,
80443,Hornoy-le-Bourg,Fusion (commune absorbante),01-07-1972,80612,
80443,Hornoy-le-Bourg,Fusion (commune absorbante),01-07-1972,80731,
80443,Hornoy-le-Bourg,Fusion (commune absorbante),01-07-1972,80768,
80454,Laboissière-Saint-Martin,Fusion (commune absorbée),01-07-1972,80456,
80456,Lafresguimont-Saint-Martin,Fusion (commune absorbante),01-07-1972,80398,
80456,Lafresguimont-Saint-Martin,Fusion (commune absorbante),01-07-1972,80454,
80456,Lafresguimont-Saint-Martin,Fusion (commune absorbante),01-07-1972,80564,
80457,Lahaye-Saint-Romain,Fusion (commune absorbée),01-04-1974,80630,
80463,Lamotte-Warfusée,Fusion (commune absorbante),01-01-1974,80818,
80483,Lincheux-Hallivillers,Fusion (commune absorbée),01-07-1972,80443,
80492,Longvillers,Fusion (commune absorbée),01-10-1972,80245,
80506,Manicourt,Fusion (commune absorbée),01-01-1973,80230,
80510,Marcheville,Fusion (commune absorbée),01-01-1973,80222,
80539,Mesnil-Eudin,Fusion (commune absorbée),01-07-1972,80084,
80554,Molliens-Dreuil,Fusion (commune absorbante),01-08-1972,80257,
80557,Estrées-Mons,Fusion (commune absorbante),01-01-1973,80289,
80564,Montmarquet,Fusion (commune absorbée),01-07-1972,80456,
80566,Fieffes-Montrelet,Fusion (commune absorbante),01-01-1975,80309,
80581,Namps-au-Mont,Fusion (commune absorbée),28-12-1972,80582,
80582,Namps-Maisnil,Fusion (commune absorbante),28-12-1972,80581,
80582,Namps-Maisnil,Fusion (commune absorbante),28-12-1972,80689,
80582,Namps-Maisnil,Fusion (commune absorbante),28-12-1972,80745,
80610,Onvillers,Fusion (commune absorbée),01-10-1972,80623,
80612,Orival,Fusion (commune absorbée),01-07-1972,80443,
80617,Parvillers-le-Quesnoy,Fusion (commune absorbante),01-01-1969,80653,
80623,Piennes-Onvillers,Fusion (commune absorbante),01-10-1972,80610,
80630,Poix-de-Picardie,Fusion (commune absorbante),01-04-1974,80457,
80636,Popincourt,Fusion (commune absorbée),01-03-1971,80233,
80653,Quesnoy,Fusion (commune absorbée),01-01-1969,80617,
80689,Rumaisnil,Fusion (commune absorbée),28-12-1972,80582,
80703,Saint-Germain-sur-Bresle,Fusion (commune absorbante),01-01-1973,80394,
80712,Saint-Pierre-à-Gouy,Fusion (commune absorbée),01-10-1972,80229,
80731,Selincourt,Fusion (commune absorbée),01-07-1972,80443,
80739,Souplicourt,Fusion (commune absorbée),01-11-1972,80436,
80745,Taisnil,Fusion (commune absorbée),28-12-1972,80582,
80768,Tronchoy,Fusion (commune absorbée),01-07-1972,80443,
80772,Vacquerie,Fusion (commune absorbée),01-01-1985,80086,
80816,Wailly,Fusion (commune absorbée),01-07-1973,80211,
80817,Wanel,Fusion (commune absorbée),01-10-1972,80406,
80818,Warfusée-Abancourt,Fusion (commune absorbée),01-01-1974,80463,
80836,Yonval,Création,01-01-1986,80163,
81057,Campes,Fusion (commune absorbée),01-01-1973,81262,
81107,Guitalens,Fusion (commune absorbée),29-06-2007,81132,
81132,Guitalens-L'Albarède,Fusion (commune absorbante),29-06-2007,81107,
81194,Narthoux,Fusion (commune absorbée),01-01-1973,81245,
81245,Saint-Christophe,Fusion (commune absorbante),01-01-1973,81194,
81262,Saint-Marcel-Campes,Fusion (commune absorbante),01-01-1973,81057,
83024,Brovès,Fusion (commune absorbée),10-08-1970,83124,
83124,Seillans,Fusion (commune absorbante),10-08-1970,83024,
85002,Aiguillon-la-Chaize,Fusion (commune absorbante),01-04-1974,85045,
85002,Aiguillon-sur-Vie,Commune se séparant,01-01-1985,85045,
